JugadorID,Nombre del Juego,GPU del Jugador,RAM del Jugador (GB),GPU Requerida,RAM MÃ­nima Requerida (GB),Cumple Requisitos,Kills,Muertes,K/D Ratio,Precisión (%),Victorias,Horas Jugadas
J8312,Call of Duty Modern Warfare 3,AMD Radeon R9 380,64, AMD Radeon HD 7770,4,Sí,3062,3025,1.01,29.02,631,8224
J2079,Call of Duty Ghosts,AMD Radeon R9 380,16, NVIDIA GeForce GTX 660,4,Sí,1964,1501,1.31,46.07,59,4197
J2532,Call of Duty Modern Warfare II,AMD Radeon R9 380,64,AMD RX 570 or Nvidia GTX 1050 Ti,8,Sí,8034,1928,4.17,24.74,2281,6065
J9167,Call of Duty Modern Warfare 3,RTX 3070 Ti,16, NVIDIA GeForce GTX 960  or Radeon RX 470,8,Sí,33892,14666,2.31,22.11,2822,7907
J9720,Call of Duty Modern Warfare 3,RTX 3070 Ti,8, NVIDIA GeForce GTX 960  or Radeon RX 470,8,Sí,2520,446,5.65,35.92,28,608
J2229,Call of Duty WW2,RTX 3090,64, ATI Radeon HD 5870,8,Sí,31768,1087,29.23,59.7,697,5785
J9661,Call of Duty Warzone,RTX 3070 Ti,64,NVIDIA GeForceÂ® GTX 1050 / NVIDIA GeForceÂ® GTX 660 2GB or AMD RadeonÂ RX 560 / HD 7850 2GB,4,Sí,49565,43890,1.13,18.66,803,5341
J6683,Call of Duty Black Ops,RTX 3060,8, AMD Radeon HD 7790,8,Sí,26688,23106,1.16,43.81,423,4319
J9431,Call of Duty Ghosts,RTX 3080,64, AMD Radeon RX 560,4,Sí,4220,4044,1.04,47.28,395,844
J7013,Call of Duty Black Ops,RTX 3060,32, AMD Radeon HD 7790,8,Sí,738,56,13.18,32.61,17,74
J6598,Call of Duty Ghosts,RTX 3070 Ti,64,NVIDIAÂ® GeForceÂ® GTX 960 / GTX 1650 or AMD RadeonÂ RX 470,8,Sí,45260,26012,1.74,52.33,245,5114
J6630,Call of Duty Warzone,GTX 1080 Ti,32, AMD Radeon HD 7790,8,Sí,6869,5098,1.35,54.98,310,6800
J4131,Call of Duty Modern Warfare 3,RTX 3070 Ti,8,NVIDIA GeForceÂ® GTX 1050 / NVIDIA GeForceÂ® GTX 660 2GB or AMD RadeonÂ RX 560 / HD 7850 2GB,8,Sí,45975,40139,1.15,56.2,2838,8363
J6143,Call of Duty Ghosts,RTX 3090,16, AMD Radeon HD 6570,8,Sí,17044,12008,1.42,58.82,405,8137
J1223,Call of Duty Modern Warfare 3,RTX 3080,32, ATI Radeon HD 3870,8,Sí,31336,15626,2.01,32.22,1813,3659
J8435,Call of Duty Modern Warfare 3,RTX 3090,64, NVIDIA GeForce GTX 670,8,Sí,17995,9821,1.83,57.35,347,1806
J3574,Call of Duty Modern Warfare II,AMD Radeon R9 380,64,AMD RX 570 or Nvidia GTX 1050 Ti,8,Sí,8290,1623,5.11,49.03,1127,4149
J1369,Call of Duty Vanguard,GTX 1080 Ti,16,NVIDIAÂ® GeForceÂ® GTX 960 or AMD RadeonÂ RX 470 -,8,Sí,72224,70437,1.03,41.98,1580,7288
J1881,Call of Duty Warzone,RTX 3070 Ti,16,NVIDIA GeForceÂ® GTX 1050 / NVIDIA GeForceÂ® GTX 660 2GB or AMD RadeonÂ RX 560 / HD 7850 2GB,4,Sí,21907,11702,1.87,57.29,1830,6837
J2154,Call of Duty Warzone,RTX 3080,8, NVIDIA GeForce GTX 960  or Radeon RX 470,8,Sí,10411,5644,1.84,29.43,1787,4591
J6284,Call of Duty Black Ops,RTX 3060,8,"NVIDIA GeForce GTX 560 with 2 GB VRAM (current equivalent NVIDIA GeForce GTX 760) | AMD Radeon HD 7770 with 2 GB VRAM, or better - See supported List*",4,Sí,21284,16532,1.29,38.45,1996,4145
J8365,Call of Duty Modern Warfare 3,RTX 3070 Ti,32,NVIDIA GeForceÂ® GTX 1050 / NVIDIA GeForceÂ® GTX 660 2GB or AMD RadeonÂ RX 560 / HD 7850 2GB,8,Sí,32070,26871,1.19,33.43,789,4270
J6475,Call of Duty Warzone,RTX 3070 Ti,64, ATI Radeon HD 5770,8,Sí,34516,33573,1.03,28.73,331,9203
J5998,Call of Duty Ghosts,RTX 3060,16, AMD Radeon HD 7770,8,Sí,58,12,4.83,45.69,2,82
J2277,Call of Duty Modern Warfare 3,RTX 2060 Super,32,Intel HD 4000,8,Sí,6813,4702,1.45,10.2,2426,7596
J1955,Call of Duty WW2,RTX 2060 Super,32, AMD Radeon HD 7850,8,Sí,79598,51766,1.54,26.52,3303,9516
J2592,Call of Duty Modern Warfare II,RTX 3090,16,2GB GTX 750,8,Sí,29150,11461,2.54,32.51,4547,9280
J2344,Call of Duty Modern Warfare 3,RTX 2060 Super,32,NVIDIAÂ® GeForceÂ® GTX 960 or AMD RadeonÂ RX 470 -,8,Sí,5678,889,6.39,42.09,38,1150
J4977,Call of Duty Modern Warfare II,RTX 3090,16,NVIDIAÂ® GeForceÂ® GTX 670 / NVIDIAÂ® GeForceÂ® GTX 1650 or AMD RadeonÂ HD 7950 -,8,Sí,907,888,1.02,35.71,164,966
J8653,Call of Duty Modern Warfare 3,GTX 1080 Ti,64, NVIDIA GeForce GTX 660,6,Sí,28753,1076,26.72,50.79,310,3054
J2631,Call of Duty Modern Warfare II,AMD Radeon RX 570,16, ATI Radeon HD 3870,8,Sí,64776,34696,1.87,34.34,2514,8904
J3629,Call of Duty Black Ops,GTX 1660 Super,64, AMD Radeon HD 6850,8,Sí,48732,18688,2.61,37.81,1302,5784
J6286,Call of Duty Warzone,RTX 3080,8, NVIDIA GeForce GTX 960  or Radeon RX 470,8,Sí,18602,654,28.44,22.27,525,8913
J1471,Call of Duty Black Ops,AMD Radeon R9 380,32, AMD Radeon HD 7870,8,Sí,16432,13427,1.22,20.13,353,3958
J3071,Call of Duty Modern Warfare II,RTX 3070 Ti,32, AMD Radeon HD 7850,4,Sí,12022,5230,2.3,26.01,1037,4511
J2976,Call of Duty Modern Warfare II,AMD Radeon RX 570,32, ATI Radeon HD 3870,8,Sí,4326,1635,2.65,37.91,418,1632
J9143,Call of Duty Modern Warfare 3,AMD Radeon RX 570,8, AMD Radeon R9 270 / R7 370,4,Sí,19019,17254,1.1,40.56,870,9418
J5804,Call of Duty Black Ops,RTX 3060,8, AMD Radeon HD 7790,8,Sí,8307,8144,1.02,51.13,3,922
J6672,Call of Duty Modern Warfare II,GTX 1660 Super,16,NVIDIAÂ® GeForceÂ® GTX 960 or AMD RadeonÂ RX 470 -,2,Sí,7041,2882,2.44,11.22,841,1839
J3955,Call of Duty Modern Warfare 3,RTX 2060 Super,64, AMD Radeon R9 270 / R7 370,8,Sí,46331,30324,1.53,54.64,1641,8621
J9901,Call of Duty Modern Warfare 3,GTX 1080 Ti,8, NVIDIA GeForce GTX 670,8,Sí,18701,6354,2.94,18.66,572,2513
J2584,Call of Duty Ghosts,RTX 3080,64, AMD Radeon RX 560,4,Sí,34066,9421,3.62,57.96,718,3978
J8348,Call of Duty Warzone,RTX 3070 Ti,16,NVIDIA GeForceÂ® GTX 1050 / NVIDIA GeForceÂ® GTX 660 2GB or AMD RadeonÂ RX 560 / HD 7850 2GB,4,Sí,15233,2965,5.14,37.52,1111,3566
J3369,Call of Duty Ghosts,RTX 3090,64, AMD Radeon HD 6570,8,Sí,57397,6947,8.26,50.46,654,6949
J4826,Call of Duty Black Ops,AMD Radeon RX 570,16,"AMD Radeon RX 560,Nvidia GeForce GTX 1050 Ti",8,Sí,3566,1710,2.09,57.82,3247,6764
J3163,Call of Duty Vanguard,GTX 1080 Ti,32,NVIDIAÂ® GeForceÂ® GTX 960 or AMD RadeonÂ RX 470 -,8,Sí,36492,25431,1.43,18.81,732,9098
J5480,Call of Duty WW2,RTX 3080,32, NVIDIA GeForce GTX 660,8,Sí,8006,5466,1.46,59.52,861,4108
J4622,Call of Duty Modern Warfare 3,RTX 3080,8, NVIDIA GeForce GTX 670,8,Sí,6938,6086,1.14,57.82,1728,4769
J7993,Call of Duty Black Ops,GTX 1080 Ti,32, AMD Radeon HD 6850,8,Sí,10526,4006,2.63,50.03,328,1159
J3200,Call of Duty Modern Warfare 3,RTX 3070 Ti,8, NVIDIA GeForce GTX 960  or Radeon RX 470,8,Sí,58718,22295,2.63,58.49,2676,6289
J5325,Call of Duty Modern Warfare 3,RTX 3090,32, NVIDIA GeForce GTX 670,8,Sí,6940,3093,2.24,33.39,193,751
J8889,Call of Duty Ghosts,AMD Radeon R9 380,64, NVIDIA GeForce GTX 660,4,Sí,30618,13738,2.23,51.24,1461,3878
J4948,Call of Duty Black Ops,GTX 1080 Ti,16, NVIDIA GeForce GTX 660,8,Sí,2361,587,4.02,49.35,34,303
J1786,Call of Duty Vanguard,GTX 1660 Super,8, NVIDIA GeForce 6600,8,Sí,1921,105,18.3,56.78,1030,3371
J8197,Call of Duty Ghosts,RTX 2060 Super,8, AMD Radeon HD 7770,4,Sí,7226,269,26.86,15.85,357,2520
J5086,Call of Duty WW2,RTX 3080,64,NVIDIAÂ® GeForceÂ® GTX 960 / GTX 1650 or AMD RadeonÂ RX 470,4,Sí,14044,7257,1.94,19.94,2277,5192
J9393,Call of Duty WW2,RTX 3080,8, NVIDIA GeForce GTX 660,8,Sí,9336,4605,2.03,27.11,383,1544
J9286,Call of Duty Warzone,RTX 3080,16,NVIDIAÂ® GeForceÂ® GTX 960 / GTX 1650 or AMD RadeonÂ RX 470,2,Sí,9024,8157,1.11,38.96,1142,3572
J2427,Call of Duty Modern Warfare II,AMD Radeon RX 570,64, AMD Radeon HD 6570,4,Sí,4566,2819,1.62,34.38,2338,8976
J6002,Call of Duty Vanguard,GTX 1660 Super,64, NVIDIA GeForce 6600,8,Sí,27537,26514,1.04,43.61,2309,5522
J5091,Call of Duty WW2,RTX 3090,8, ATI Radeon HD 5870,8,Sí,1017,38,26.76,58.04,73,166
J4350,Call of Duty Modern Warfare II,RTX 3080,8, NVIDIA GeForce GTX 1050,4,Sí,46924,38661,1.21,46.69,1361,5966
J3374,Call of Duty Modern Warfare 3,AMD Radeon R9 380,64, AMD Radeon HD 7770,4,Sí,14206,635,22.37,35.44,1123,4408
J4230,Call of Duty Modern Warfare II,RTX 3090,16,2GB GTX 750,8,Sí,6762,5892,1.15,28.71,773,2238
J9595,Call of Duty Black Ops,AMD Radeon R9 380,8, AMD Radeon HD 7850,8,Sí,7669,257,29.84,18.75,435,1288
J9522,Call of Duty Warzone,RTX 3080,32,NVIDIAÂ® GeForceÂ® GTX 960 / GTX 1650 or AMD RadeonÂ RX 470,2,Sí,13708,11180,1.23,40.88,798,1640
J9203,Call of Duty Vanguard,RTX 3060,64, NVIDIA GeForce GTX 670,8,Sí,25206,11371,2.22,15.73,1151,6677
J5806,Call of Duty Black Ops,RTX 2060 Super,64,"NVIDIA GTX 1650 Super or AMD Radeon RX 5500 XT, with a minimum of 4GB of VRAM",8,Sí,499,35,14.26,55.42,52,343
J3545,Call of Duty Modern Warfare II,AMD Radeon R9 380,32, ATI Radeon 3000,4,Sí,1968,1842,1.07,15.86,71,226
J5963,Call of Duty Vanguard,GTX 1660 Super,8, NVIDIA GeForce 6600,8,Sí,20492,17892,1.15,31.56,1689,5947
J5003,Call of Duty Modern Warfare II,GTX 1080 Ti,64,NVIDIA GeForce GTX 960 or AMD Radeon RX 470,8,Sí,42661,13129,3.25,40.94,1290,6866
J6055,Call of Duty Modern Warfare 3,AMD Radeon RX 570,8, AMD Radeon R9 270 / R7 370,4,Sí,18265,3832,4.77,49.65,1226,2716
J8985,Call of Duty Modern Warfare 3,RTX 2060 Super,16,NVIDIAÂ® GeForceÂ® GTX 960 or AMD RadeonÂ RX 470 -,8,Sí,15772,10695,1.47,32.21,386,2174
J9739,Call of Duty Black Ops,RTX 3060,64,"NVIDIA GeForce GTX 560 with 2 GB VRAM (current equivalent NVIDIA GeForce GTX 760) | AMD Radeon HD 7770 with 2 GB VRAM, or better - See supported List*",4,Sí,26444,1453,18.2,45.82,683,4377
J6759,Call of Duty Ghosts,GTX 1660 Super,64, NVIDIA GeForce GTX 660,8,Sí,487,425,1.15,53.95,196,2136
J5505,Call of Duty Black Ops,AMD Radeon RX 570,8,"AMD Radeon RX 560,Nvidia GeForce GTX 1050 Ti",8,Sí,56559,970,58.31,45.7,3038,6901
J7102,Call of Duty Black Ops,RTX 3080,32,NVIDIA GeForceÂ® GTX 1050 / NVIDIA GeForceÂ® GTX 660 2GB or AMD RadeonÂ RX 560 / HD 7850 2GB,4,Sí,61655,20205,3.05,49.81,993,8369
J2753,Call of Duty Vanguard,GTX 1660 Super,16, NVIDIA GeForce 6600,8,Sí,14974,8977,1.67,52.91,2487,5061
J9675,Call of Duty Modern Warfare 3,AMD Radeon R9 380,64,Card,4,Sí,1250,247,5.06,48.11,632,4157
J4446,Call of Duty Modern Warfare II,RTX 3090,64,2GB GTX 750,8,Sí,3461,1335,2.59,14.31,919,2374
J5573,Call of Duty Modern Warfare 3,AMD Radeon R9 380,16, AMD Radeon HD 7770,4,Sí,37461,24565,1.52,58.3,1471,4997
J4704,Call of Duty Modern Warfare II,AMD Radeon RX 570,32, AMD Radeon HD 6570,4,Sí,3959,471,8.41,26.29,483,5686
J9452,Call of Duty Modern Warfare II,AMD Radeon R9 380,32, AMD Radeon HD 7790,4,Sí,4958,4566,1.09,34.28,380,1267
J1381,Call of Duty Modern Warfare 3,RTX 3090,32, NVIDIA GeForce GTX 670,8,Sí,54123,23528,2.3,48.99,2891,8168
J9620,Call of Duty Modern Warfare II,RTX 3090,16,NVIDIAÂ® GeForceÂ® GTX 670 / NVIDIAÂ® GeForceÂ® GTX 1650 or AMD RadeonÂ HD 7950 -,8,Sí,28804,3751,7.68,22.18,1434,5764
J8809,Call of Duty Modern Warfare II,AMD Radeon RX 570,64, ATI Radeon HD 3870,8,Sí,11178,3321,3.37,11.09,1113,2707
J1422,Call of Duty Modern Warfare 3,AMD Radeon RX 570,32, AMD Radeon R9 270 / R7 370,4,Sí,17245,9886,1.74,42.37,1806,7105
J1832,Call of Duty WW2,RTX 2060 Super,32,NVIDIAÂ® GeForceÂ® GTX 960 / GTX 1650 or AMD RadeonÂ RX 470,8,Sí,10939,450,24.31,19.36,1055,3725
J5800,Call of Duty WW2,GTX 1080 Ti,8,NVIDIAÂ® GeForceÂ® GTX 960 or AMD RadeonÂ RX 470 -,4,Sí,5210,3347,1.56,49.59,311,774
J9433,Call of Duty Black Ops,RTX 2060 Super,16,"NVIDIA GTX 1650 Super or AMD Radeon RX 5500 XT, with a minimum of 4GB of VRAM",8,Sí,64772,45655,1.42,48.63,838,9115
J4587,Call of Duty Modern Warfare II,GTX 1660 Super,16,NVIDIAÂ® GeForceÂ® GTX 960 or AMD RadeonÂ RX 470 -,2,Sí,4870,1381,3.53,21.41,4102,8953
J7386,Call of Duty Vanguard,GTX 1660 Super,64, NVIDIA GeForce 6600,8,Sí,14893,3823,3.9,38.72,975,4949
J7395,Call of Duty WW2,RTX 3070 Ti,32,"NVIDIA GTX 1650 Super or AMD Radeon RX 5500 XT, with a minimum of 4GB of VRAM",4,Sí,59156,5896,10.03,55.44,2903,9893
J2513,Call of Duty Vanguard,RTX 3080,32, AMD Radeon RX 460,8,Sí,14417,2952,4.88,57.26,283,2172
J9090,Call of Duty WW2,RTX 3060,64, ATI Radeon HD 3870,4,Sí,69129,21280,3.25,45.2,3067,8056
J3113,Call of Duty Modern Warfare 3,AMD Radeon R9 380,64,Card,4,Sí,5481,3671,1.49,32.46,234,679
J6806,Call of Duty WW2,RTX 3060,32,NVIDIA GeForceÂ® GTX 1050 / NVIDIA GeForceÂ® GTX 660 2GB or AMD RadeonÂ RX 560 / HD 7850 2GB,8,Sí,8619,5442,1.58,10.02,136,1646
J1450,Call of Duty Ghosts,RTX 3080,16, AMD Radeon RX 560,4,Sí,4466,1250,3.57,26.97,1159,2844
J3434,Call of Duty Modern Warfare II,RTX 3090,32,NVIDIAÂ® GeForceÂ® GTX 670 / NVIDIAÂ® GeForceÂ® GTX 1650 or AMD RadeonÂ HD 7950 -,8,Sí,62262,36984,1.68,50.51,416,6822
J1680,Call of Duty Ghosts,RTX 2060 Super,16, AMD Radeon HD 7770,4,Sí,10833,6736,1.61,53.6,1632,6110
J5670,Call of Duty WW2,RTX 3080,32, NVIDIA GeForce GTX 660,8,Sí,91722,41610,2.2,50.54,4342,9948
J3782,Call of Duty Modern Warfare II,GTX 1080 Ti,32,NVIDIA GeForce GTX 960 or AMD Radeon RX 470,8,Sí,21902,20834,1.05,15.51,257,4271
J3605,Call of Duty Modern Warfare 3,RTX 3070 Ti,32, NVIDIA GeForce GTX 960  or Radeon RX 470,8,Sí,6479,2731,2.37,56.93,315,1036
J8544,Call of Duty Warzone,RTX 3070 Ti,32,NVIDIA GeForceÂ® GTX 1050 / NVIDIA GeForceÂ® GTX 660 2GB or AMD RadeonÂ RX 560 / HD 7850 2GB,4,Sí,4782,598,8.0,37.72,280,763
J5676,Call of Duty Warzone,GTX 1080 Ti,16, AMD Radeon HD 7790,8,Sí,12489,7774,1.61,22.93,1530,3488
J1648,Call of Duty Modern Warfare 3,RTX 3090,16, NVIDIA GeForce GTX 670,8,Sí,18633,9294,2.0,42.19,445,4891
J6341,Call of Duty Modern Warfare 3,AMD Radeon RX 570,32, AMD Radeon R9 270 / R7 370,4,Sí,53988,2180,24.77,39.8,2891,9776
J2482,Call of Duty Warzone,GTX 1080 Ti,32, AMD Radeon HD 7790,8,Sí,16590,3093,5.36,16.57,129,2557
J1861,Call of Duty Modern Warfare II,RTX 3070 Ti,16,NVIDIAÂ® GeForceÂ® GTX 960 / GTX 1650 or AMD RadeonÂ RX 470,8,Sí,8619,4669,1.85,29.67,1896,4632
J8918,Call of Duty WW2,RTX 3060,16, ATI Radeon HD 3870,4,Sí,6375,5641,1.13,53.72,355,2894
J8843,Call of Duty Modern Warfare II,RTX 3090,8,2GB GTX 750,8,Sí,5239,1800,2.91,16.78,910,4396
J9869,Call of Duty Modern Warfare 3,RTX 3070 Ti,64, NVIDIA GeForce GTX 960  or Radeon RX 470,8,Sí,3008,1705,1.76,42.0,149,2240
J8608,Call of Duty Ghosts,RTX 2060 Super,8, AMD Radeon HD 7870,8,Sí,12039,2911,4.14,37.61,951,2136
J2917,Call of Duty Modern Warfare II,GTX 1080 Ti,8,NVIDIA GeForce GTX 960 or AMD Radeon RX 470,8,Sí,25645,17516,1.46,41.11,773,3412
J5552,Call of Duty Vanguard,RTX 3080,32, NVIDIA GeForce GTX 670,4,Sí,48862,2648,18.45,30.96,1658,6135
J6396,Call of Duty Modern Warfare 3,AMD Radeon R9 380,64, AMD Radeon HD 7770,4,Sí,13243,7733,1.71,38.25,634,4217
J5091,Call of Duty Modern Warfare 3,RTX 3070 Ti,32, NVIDIA GeForce GTX 960  or Radeon RX 470,8,Sí,1710,1698,1.01,59.71,132,268
J4898,Call of Duty Modern Warfare II,AMD Radeon RX 570,16, ATI Radeon HD 3870,8,Sí,52554,17858,2.94,41.04,1689,8491
J2634,Call of Duty Modern Warfare 3,GTX 1080 Ti,64, NVIDIA GeForce GTX 670,8,Sí,71623,14041,5.1,29.12,2718,7685
J4138,Call of Duty WW2,RTX 3090,16,NVIDIAÂ® GeForceÂ® GTX 960 / GTX 1650 or AMD RadeonÂ RX 470,8,Sí,28323,11351,2.5,17.04,2074,5201
J4052,Call of Duty Black Ops,GTX 1080 Ti,32, NVIDIA GeForce GTX 660,8,Sí,154,75,2.05,53.04,367,1460
J6201,Call of Duty Ghosts,AMD Radeon R9 380,16, NVIDIA GeForce GTX 660,4,Sí,1329,277,4.8,10.53,97,339
J2797,Call of Duty Modern Warfare II,RTX 3090,32,NVIDIAÂ® GeForceÂ® GTX 670 / NVIDIAÂ® GeForceÂ® GTX 1650 or AMD RadeonÂ HD 7950 -,8,Sí,90189,76734,1.18,32.39,553,9187
J5661,Call of Duty Modern Warfare II,RTX 3090,64,ATI Radeon HD 4850,8,Sí,473,245,1.93,27.63,206,1158
J4838,Call of Duty Ghosts,RTX 2060 Super,16, AMD Radeon HD 7870,8,Sí,21502,12609,1.71,25.94,16,9382
J8484,Call of Duty Modern Warfare 3,RTX 3080,8, NVIDIA GeForce GTX 670,8,Sí,48955,10742,4.56,35.25,3010,6146
J6263,Call of Duty Black Ops,RTX 3060,8, AMD Radeon HD 7790,8,Sí,4234,3042,1.39,48.66,532,4147
J4560,Call of Duty Warzone,RTX 3080,8,NVIDIAÂ® GeForceÂ® GTX 960 / GTX 1650 or AMD RadeonÂ RX 470,2,Sí,20875,18774,1.11,24.95,337,4493
J2676,Call of Duty Modern Warfare 3,RTX 2060 Super,32,NVIDIAÂ® GeForceÂ® GTX 960 or AMD RadeonÂ RX 470 -,8,Sí,6765,285,23.74,57.0,3297,7979
J7966,Call of Duty Modern Warfare II,AMD Radeon R9 380,8,AMD RX 570 or Nvidia GTX 1050 Ti,8,Sí,32668,24715,1.32,25.74,1454,7804
J6992,Call of Duty Vanguard,RTX 2060 Super,64, AMD Radeon X1600,4,Sí,22435,2370,9.47,24.67,11,2834
J7329,Call of Duty Ghosts,RTX 3080,8,"NVIDIA GTX 1650 Super or AMD Radeon RX 5500 XT, with a minimum of 4GB of VRAM",4,Sí,53083,26046,2.04,20.21,1826,6048
J1268,Call of Duty Modern Warfare II,RTX 3080,32, NVIDIA GeForce GTX 1050,4,Sí,24942,3814,6.54,26.72,657,2522
J1651,Call of Duty Modern Warfare 3,RTX 2060 Super,32,NVIDIAÂ® GeForceÂ® GTX 960 or AMD RadeonÂ RX 470 -,8,Sí,1685,212,7.95,53.57,325,893
J7835,Call of Duty Ghosts,RTX 2060 Super,16, AMD Radeon HD 7870,8,Sí,2265,767,2.95,22.03,70,587
J2641,Call of Duty Modern Warfare II,RTX 3090,64,2GB GTX 750,8,Sí,4535,1870,2.43,25.42,1942,4155
J6937,Call of Duty Modern Warfare 3,AMD Radeon RX 570,32, AMD Radeon R9 270 / R7 370,4,Sí,41118,7997,5.14,24.9,237,4136
J6126,Call of Duty Black Ops,RTX 2060 Super,16,"NVIDIA GTX 1650 Super or AMD Radeon RX 5500 XT, with a minimum of 4GB of VRAM",8,Sí,8547,3399,2.51,11.51,189,1093
J1539,Call of Duty Ghosts,RTX 2060 Super,8, AMD Radeon HD 7770,4,Sí,111,29,3.83,48.04,12,40
J6310,Call of Duty Black Ops,AMD Radeon R9 380,8, AMD Radeon HD 7850,8,Sí,15060,1602,9.4,30.41,325,1521
J1962,Call of Duty Black Ops,GTX 1660 Super,32, AMD Radeon HD 6850,8,Sí,6550,5789,1.13,33.31,838,7342
J6071,Call of Duty WW2,AMD Radeon RX 570,16, NVIDIA GeForce 510,2,Sí,54995,14750,3.73,14.35,2936,8647
J1573,Call of Duty Ghosts,RTX 3090,64, AMD Radeon HD 6570,8,Sí,14151,10262,1.38,15.24,180,2944
J3020,Call of Duty Modern Warfare II,GTX 1080 Ti,8, Intel HD 4000  or Radeon HD 7870,2,Sí,15082,3086,4.89,13.46,307,3286
J4301,Call of Duty Modern Warfare 3,GTX 1080 Ti,16, NVIDIA GeForce GTX 660,6,Sí,23869,4462,5.35,17.04,1173,7292
J3604,Call of Duty Black Ops,AMD Radeon RX 570,64,"AMD Radeon RX 560,Nvidia GeForce GTX 1050 Ti",8,Sí,6105,2468,2.47,23.61,583,2772
J8610,Call of Duty Modern Warfare 3,RTX 3080,32, NVIDIA GeForce GTX 670,8,Sí,14554,5590,2.6,47.19,2182,8276
J8936,Call of Duty Modern Warfare II,GTX 1080 Ti,16, NVIDIA GeForce GTX 660,8,Sí,43522,20611,2.11,25.42,827,7981
J4433,Call of Duty Ghosts,RTX 3080,16,"NVIDIA GTX 1650 Super or AMD Radeon RX 5500 XT, with a minimum of 4GB of VRAM",4,Sí,3130,1759,1.78,10.83,130,433
J5594,Call of Duty Modern Warfare 3,GTX 1080 Ti,8, NVIDIA GeForce GTX 660,6,Sí,1914,698,2.74,57.81,2846,7610
J9152,Call of Duty Modern Warfare 3,RTX 3090,32, NVIDIA GeForce GTX 670,8,Sí,45103,16822,2.68,34.44,1183,6140
J2070,Call of Duty Modern Warfare II,RTX 2060 Super,8, NVIDIA GeForce 6600,4,Sí,23823,14076,1.69,33.09,1312,6549
J4567,Call of Duty Ghosts,RTX 3080,32, AMD Radeon R9 270,8,Sí,14595,11920,1.22,37.09,405,2248
J5289,Call of Duty Modern Warfare II,AMD Radeon R9 380,16, AMD Radeon HD 7790,4,Sí,26073,13174,1.98,36.75,2241,6424
J2636,Call of Duty Modern Warfare 3,RTX 2060 Super,8,NVIDIAÂ® GeForceÂ® GTX 960 or AMD RadeonÂ RX 470 -,8,Sí,27267,20544,1.33,18.24,1362,3044
J3619,Call of Duty Black Ops,AMD Radeon R9 380,32, AMD Radeon HD 7870,8,Sí,49019,23000,2.13,22.79,1684,6346
J8011,Call of Duty Warzone,RTX 3070 Ti,64,NVIDIA GeForceÂ® GTX 1050 / NVIDIA GeForceÂ® GTX 660 2GB or AMD RadeonÂ RX 560 / HD 7850 2GB,4,Sí,66721,38240,1.74,51.4,3546,8437
J3782,Call of Duty Ghosts,RTX 3080,32,"NVIDIA GTX 1650 Super or AMD Radeon RX 5500 XT, with a minimum of 4GB of VRAM",4,Sí,69927,27741,2.52,18.84,4839,9839
J8468,Call of Duty Ghosts,RTX 3080,32,"NVIDIA GTX 1650 Super or AMD Radeon RX 5500 XT, with a minimum of 4GB of VRAM",4,Sí,27100,11349,2.39,50.84,3539,8692
J2186,Call of Duty Modern Warfare 3,RTX 3070 Ti,16, NVIDIA GeForce 6600,4,Sí,20720,4981,4.16,35.04,856,6546
J1723,Call of Duty Warzone,RTX 3080,32,NVIDIAÂ® GeForceÂ® GTX 960 / GTX 1650 or AMD RadeonÂ RX 470,2,Sí,13059,5625,2.32,32.26,1090,4012
J9419,Call of Duty Modern Warfare 3,RTX 3070 Ti,32,NVIDIA GeForceÂ® GTX 1050 / NVIDIA GeForceÂ® GTX 660 2GB or AMD RadeonÂ RX 560 / HD 7850 2GB,8,Sí,52101,38337,1.36,49.89,2878,7012
J4252,Call of Duty Black Ops,GTX 1660 Super,8, AMD Radeon HD 6850,8,Sí,86207,28055,3.07,55.73,3789,9581
J2420,Call of Duty Vanguard,GTX 1660 Super,32, AMD Radeon HD 7850,8,Sí,3510,1983,1.77,16.21,317,4470
J5210,Call of Duty Modern Warfare 3,GTX 1080 Ti,16, NVIDIA GeForce GTX 660,6,Sí,9799,9709,1.01,11.73,272,1269
J5188,Call of Duty WW2,RTX 3060,32,NVIDIA GeForceÂ® GTX 1050 / NVIDIA GeForceÂ® GTX 660 2GB or AMD RadeonÂ RX 560 / HD 7850 2GB,8,Sí,29459,20210,1.46,11.35,635,4914
J7259,Call of Duty Vanguard,RTX 3080,64, NVIDIA GeForce GTX 670,4,Sí,17737,7146,2.48,57.8,1475,7018
J4830,Call of Duty Ghosts,RTX 3080,8, AMD Radeon RX 560,4,Sí,19927,14744,1.35,53.39,1100,6288
J7827,Call of Duty Modern Warfare II,RTX 3090,64,NVIDIAÂ® GeForceÂ® GTX 670 / NVIDIAÂ® GeForceÂ® GTX 1650 or AMD RadeonÂ HD 7950 -,8,Sí,4842,4679,1.03,19.74,134,1197
J2746,Call of Duty WW2,RTX 3090,16,NVIDIAÂ® GeForceÂ® GTX 960 / GTX 1650 or AMD RadeonÂ RX 470,8,Sí,851,107,7.95,11.28,152,8890
J7485,Call of Duty Black Ops,RTX 3060,32, AMD Radeon HD 7790,8,Sí,27346,10500,2.6,32.72,2949,6142
J6801,Call of Duty Modern Warfare 3,RTX 3080,16, ATI Radeon HD 3870,8,Sí,18017,14910,1.21,54.04,638,5761
